drug_name,num_prescriber,total_cost
AMIR,FLUTICASONE PROPIONATE,1,1181.56
AMIR,FOSINOPRIL SODIUM,1,901.24
AMIR,FUROSEMIDE,1,1250.97
AMIR,GABAPENTIN,1,3898.3
AMIR,GEMFIBROZIL,1,1853.43
AMIR,GLIMEPIRIDE,1,288.41
AMIR,GLIPIZIDE,1,2988.02
AMIR,GLIPIZIDE ER,1,6045.43
AMIR,GLIPIZIDE XL,1,1318.39
AMIR,GLYBURIDE,1,305.11
AMIR,HALOPERIDOL,1,536.97
AMIR,HYDRALAZINE HCL,1,600.52
AMIR,HYDROCHLOROTHIAZIDE,1,2110.75
AMIR,HYDROCODONE-ACETAMINOPHEN,1,935.87
AMIR,IBUPROFEN,1,676.48
AMIR,INSULIN SYRINGE,1,287.37
AMIR,ISOSORBIDE MONONITRATE ER,1,870.86
AMIR,JANUVIA,1,30156.03
AMIR,KETOCONAZOLE,1,223.69
AMIR,KLOR-CON M10,1,327.01
AMIR,KLOR-CON M20,1,1362.91
AMIR,LABETALOL HCL,1,866.75
AMIR,LAMOTRIGINE,1,88.21
AMIR,LANSOPRAZOLE,1,1471.95
AMIR,LANTUS,1,8901.08
AMIR,LANTUS SOLOSTAR,1,23566.63
AMIR,LEVEMIR FLEXTOUCH,1,14383.34
AMIR,LEVETIRACETAM,1,437.72
AMIR,LEVOTHYROXINE SODIUM,1,16225.48
AMIR,LINZESS,1,3231.08
AMIR,LIPITOR,1,3102.61
AMIR,LISINOPRIL,1,7300.34
AMIR,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,1000.6
AMIR,LORAZEPAM,1,902.61
AMIR,LOSARTAN POTASSIUM,1,3393.32
AMIR,LOSARTAN-HYDROCHLOROTHIAZIDE,1,1674.27
AMIR,LOVASTATIN,1,2534.37
AMIR,LYRICA,1,5501.46
AMIR,MECLIZINE HCL,1,538.91
AMIR,MELOXICAM,1,532.86
AMIR,MEMANTINE HCL,1,2218.38
AMIR,METFORMIN HCL,1,4899.35
AMIR,METFORMIN HCL ER,1,694.13
AMIR,METHYLPREDNISOLONE,1,378.25
AMIR,METOPROLOL SUCCINATE,1,9418.58
AMIR,METOPROLOL TARTRATE,1,3784.9
AMIR,MIRTAZAPINE,1,3565.92
AMIR,MOEXIPRIL HCL,1,369.68
AMIR,MONTELUKAST SODIUM,1,1531.13
AMIR,NADOLOL,1,3051.38
AMIR,NAMENDA,1,7506.94
AMIR,NAMENDA XR,1,23341.48
AMIR,NAPROXEN,1,307.78
AMIR,NAPROXEN SODIUM,1,860.98
AMIR,NEXIUM,1,25161.26
AMIR,NIFEDICAL XL,1,557.4
AMIR,NIFEDIPINE ER,1,1229.33
AMIR,NITROSTAT,1,368.9
AMIR,NORTRIPTYLINE HCL,1,189.38
AMIR,NOVOLIN 70-30,1,3047.25
AMIR,NYSTATIN,1,1084.41
AMIR,NYSTOP,1,2396.71
AMIR,OLANZAPINE,1,113.58
AMIR,OMEPRAZOLE,1,12049.22
AMIR,OXYBUTYNIN CHLORIDE,1,370.61
AMIR,OXYBUTYNIN CHLORIDE ER,1,3794.91
AMIR,OXYCODONE HCL,1,728.43
AMIR,OXYCODONE-ACETAMINOPHEN,1,1164.7
AMIR,OXYCONTIN,1,14927.16
AMIR,PANTOPRAZOLE SODIUM,1,2124.81
AMIR,PAROXETINE HCL,1,941.72
AMIR,PERPHENAZINE-AMITRIPTYLINE,1,369.52
AMIR,PHENYTOIN SODIUM EXTENDED,1,395.89
AMIR,PINDOLOL,1,796.72
AMIR,PIOGLITAZONE HCL,1,4996.91
AMIR,PIROXICAM,1,2004.55
AMIR,POLYETHYLENE GLYCOL 3350,1,2115.05
AMIR,POTASSIUM CHLORIDE,1,2710.08
AMIR,PRAVASTATIN SODIUM,1,8672.45
AMIR,PRAZOSIN HCL,1,308.81
AMIR,PREDNISONE,1,185.84
AMIR,PROAIR HFA,1,6566.45
AMIR,PROPRANOLOL HCL,1,2285.81
AMIR,QUETIAPINE FUMARATE,1,264.58
AMIR,QUINAPRIL HCL,1,3567.46
AMIR,QUINAPRIL-HYDROCHLOROTHIAZIDE,1,318.51
AMIR,RAMIPRIL,1,1310.28
AMIR,RANITIDINE HCL,1,5195.12
AMIR,REPAGLINIDE,1,1600.64
AMIR,RISPERIDONE,1,152.17
AMIR,ROPINIROLE HCL,1,945.88
AMIR,SERTRALINE HCL,1,1596.29
AMIR,SIMVASTATIN,1,7825.34
AMIR,SPIRIVA,1,58573.04
AMIR,SPIRONOLACTONE,1,175.54
AMIR,SYMBICORT,1,4968.06
AMIR,SYNTHROID,1,2714.88
AMIR,TAMSULOSIN HCL,1,2572.21
AMIR,TEMAZEPAM,1,102.06
AMIR,TERAZOSIN HCL,1,175.2
AMIR,THEOPHYLLINE ANHYDROUS,1,1549.87
AMIR,TOLTERODINE TARTRATE ER,1,6903.57
AMIR,TRAMADOL HCL,1,217.3
AMIR,TRAZODONE HCL,1,1306.53
AMIR,TRIAMCINOLONE ACETONIDE,1,324.35
AMIR,TRIAMTERENE-HYDROCHLOROTHIAZID,1,1293.95
AMIR,TRIAZOLAM,1,140.53
AMIR,VALSARTAN,1,9390.7
AMIR,VALSARTAN-HYDROCHLOROTHIAZIDE,1,1593.74
AMIR,VENLAFAXINE HCL,1,513.06
AMIR,VENLAFAXINE HCL ER,1,222.28
AMIR,VENTOLIN HFA,1,1765.73
AMIR,VERAPAMIL ER,1,1424.81
AMIR,VESICARE,1,6995.61
AMIR,WARFARIN SODIUM,1,3110.49
AMIR,XARELTO,1,16409.64
AMIR,ZETIA,1,6970.0
AMIR,ZOLPIDEM TARTRATE,1,439.0
AMIR,ZOLPIDEM TARTRATE ER,1,1081.67
PREFEST,33,45030.770000000004
CARDURA XL,35,46935.58
FENTANYL CITRATE,161,4807000.439999999
CORZIDE,4,7520.759999999999
AVINZA,28,208749.57
TREXALL,50,128820.48000000003
ULTRAM ER,41,162828.30000000002
VIOKACE,19,275712.11
PNV-DHA,7,4214.66
PROMETRIUM,94,159569.59999999995
DIFICID,21,1063450.32
NAPROXEN SODIUM CR,11,321095.89
PREMPHASE,98,164942.4100000001
XIGDUO XR,62,343175.2
ALOCRIL,54,160381.05999999994
ELINEST,97,24722.070000000003
LOMOTIL,24,62216.25
CORDRAN,114,799878.6200000002
TACLONEX,65,1146430.1300000001
PULMOZYME,16,843903.3899999999
ROBAXIN-750,11,40486.69
PREVIDENT 5000 ENAMEL PROTECT,37,8426.109999999999
WILLIAM,CIPROFLOXACIN HCL,4,1254.93
WILLIAM,FINASTERIDE,3,6403.759999999999
WILLIAM,NITROFURANTOIN MONO-MACRO,1,422.52
WILLIAM,SULFAMETHOXAZOLE-TRIMETHOPRIM,2,186.95
WILLIAM,TAMSULOSIN HCL,3,10244.45
WILLIAM,TERAZOSIN HCL,1,200.0
WILLIAM,TROSPIUM CHLORIDE,1,2938.41
HALCION,23,47233.979999999996
CLOBEX,21,247545.1
VANDAZOLE,17,18407.57
NORETHINDRON-ETHINYL ESTRADIOL,38,10215.38
METHYLDOPA-HYDROCHLOROTHIAZIDE,81,65710.56999999999
COMTAN,48,406226.72
LODOSYN,63,2050656.27
PENICILLIN G POTASSIUM,7,84968.77
ZETONNA,164,512168.1099999997
SEVELAMER CARBONATE,27,153596.16
FOCALIN,15,24831.999999999996
SKELAXIN,61,401445.63000000006
CORLANOR,45,291367.64
DEBLITANE,25,5515.86
METHADONE INTENSOL,41,27965.519999999997
RENO CAPS,37,10226.429999999998
POTASSIUM CHL-NORMAL SALINE,21,38585.03
CLINDAMYCIN PHOS-BENZOYL PEROX,19,41941.05
SIMPONI ARIA,15,1453020.28
BICILLIN L-A,79,482303.17999999993
GENTAMICIN SULFATE IN NS,28,9115.66
DIHYDROERGOTAMINE MESYLATE,93,3605738.1300000004
HIPREX,13,25527.120000000003
ULTRESA,2,69799.05
METHADOSE,23,16695.75
TILIA FE,34,18028.219999999998
MINOCYCLINE HCL ER,6,26916.91
GAMMAPLEX,54,9306196.080000002
BCG (TICE STRAIN),10,75692.18
UROCIT-K,41,137147.81
PIMTREA,45,17395.830000000005
BIVIGAM,14,3777022.41
TOLMETIN SODIUM,51,109528.16999999997
COMETRIQ,20,3133585.5899999994
HALOG,37,571423.1
ACCURETIC,4,3962.6899999999996
BLEPHAMIDE,69,209245.1199999999
CARNITOR,42,187643.08000000005
HAVRIX,139,435732.06000000023
IXIARO,2,7956.85
M-M-R II VACCINE,55,200354.22
MENACTRA,19,59781.14
MENOMUNE-A-C-Y-W-135,11,39067.22
MENVEO A-C-Y-W-135-DIP,6,19104.5
TWINRIX,132,649458.75
TYPHIM VI,96,376623.22000000003
VAQTA,35,77598.35000000002
VARIVAX VACCINE,9,58543.149999999994
YF-VAX,32,123700.40999999999
LAMOTRIGINE ODT,59,409235.83999999997
MYZILRA,59,14839.3
BUPRENEX,23,825013.3300000001
PHENYLEPHRINE HCL,50,42601.76
REQUIP,95,488334.2799999998
DEPO-MEDROL,122,43403.64000000001
TRICARE,6,2175.8
PROMETHAZINE-DM,27,2500.06
HECTOROL,37,410317.42
DYSPORT,4,105380.79000000001
MYOBLOC,4,67145.65
XEOMIN,6,220717.24
NP THYROID,124,32541.01999999999
FOSAMAX,93,144071.4
ADVOCATE PEN NEEDLES,54,40542.43999999999
PIRMELLA,39,4697.93
ALDURAZYME,4,3090449.96
LUMIZYME,15,10829915.110000001
CHLOROQUINE PHOSPHATE,45,34093.67
OMNARIS,164,524283.4499999999
LACLOTION,23,7729.24
SEMPREX-D,39,134346.56000000003
DEMEROL,150,248922.37999999992
NALOXONE HCL,80,434087.81
GRISEOFULVIN,49,160712.73
EMCYT,6,103212.45
LEUKINE,31,6779668.32
SYLATRON,17,1760902.6500000001
TRIZIVIR,73,1614043.15
PROCTOFOAM-HC,73,154122.00000000006
TRANEXAMIC ACID,55,182045.53999999998
NIMODIPINE,21,632328.74
MILRINONE LACTATE,57,1548292.38
TROPICAMIDE,87,50688.24999999999
PRIMAXIN,8,21313.07
B-D SINGLE USE ALCOHOL SWAB,11,921.3700000000001
UNASYN,6,8841.23
MOBIC,73,288314.81999999995
EVZIO,58,897363.4799999996
HOMATROPAIRE,4,2152.7799999999997
NEUT,3,10360.67
APLENZIN,74,2179466.2600000002
STALEVO 50,11,93252.96999999999
VASOTEC,101,1124822.9299999995
IMITREX,196,2212350.2699999996
DOBUTAMINE HCL IN DEXTROSE,25,76768.92999999998
CALCITRENE,1,12614.55
DEXEDRINE,77,1625027.2200000002
LAVANYA,ALLOPURINOL,1,429.35
LAVANYA,AMLODIPINE BESYLATE,1,877.99
LAVANYA,BUMETANIDE,1,1439.36
LAVANYA,CALCITRIOL,1,1228.92
LAVANYA,CALCIUM ACETATE,1,3908.24
LAVANYA,CARVEDILOL,1,267.92
LAVANYA,CHLORTHALIDONE,1,312.44
LAVANYA,CIPROFLOXACIN HCL,1,112.11
LAVANYA,CLONIDINE HCL,1,565.16
LAVANYA,COLESTIPOL HCL,1,682.25
LAVANYA,DOXAZOSIN MESYLATE,1,579.66
LAVANYA,ENALAPRIL MALEATE,1,206.04
LAVANYA,FAMOTIDINE,1,38.76
LAVANYA,FUROSEMIDE,1,874.81
LAVANYA,GABAPENTIN,1,154.37
LAVANYA,HYDRALAZINE HCL,1,1840.18
LAVANYA,HYDROCHLOROTHIAZIDE,1,261.2
LAVANYA,JANUVIA,1,7068.74
LAVANYA,KLOR-CON M10,1,166.42
LAVANYA,KLOR-CON M20,1,151.5
LAVANYA,LABETALOL HCL,1,1008.35
LAVANYA,LISINOPRIL,1,564.36
LAVANYA,LOSARTAN POTASSIUM,1,413.04
LAVANYA,LOSARTAN-HYDROCHLOROTHIAZIDE,1,277.66
LAVANYA,METOLAZONE,1,1080.47
LAVANYA,METOPROLOL SUCCINATE,1,1953.45
LAVANYA,METOPROLOL TARTRATE,1,118.33
LAVANYA,MIDODRINE HCL,1,1153.73
LAVANYA,MINOXIDIL,1,220.66
LAVANYA,OMEPRAZOLE,1,384.99
LAVANYA,POTASSIUM CHLORIDE,1,4737.17
LAVANYA,PREDNISONE,1,86.76
LAVANYA,RENVELA,1,87958.72
LAVANYA,SENSIPAR,1,72004.45
LAVANYA,SPIRONOLACTONE,1,381.38
EYLEA,66,4779046.810000001
LUCENTIS,28,2009322.85
1ST TIER UNIFINE PENTIPS,88,34149.78999999999
DIHYDROCODEIN-ACETAMINOPH-CAFF,1,4592.97
LANSOPRAZOL-AMOXICIL-CLARITHRO,24,198870.00000000003
MECLOFENAMATE SODIUM,24,134729.28000000003
LORYNA,115,75218.76
FORTAMET,64,2109712.1399999997
GLATOPA,92,6285613.119999999
AMPHOTERICIN B,28,110219.07999999997
SHAROBEL,50,10285.459999999997
FEMHRT,86,129848.88999999997
DEPAKENE,100,972798.9900000002
AEROSPAN,21,71990.92000000001
REMODULIN,6,1690321.4999999998
ZYFLO CR,128,5780926.459999998
SRONYX,59,12723.849999999999
FIORINAL WITH CODEINE #3,61,680858.8599999999
CINRYZE,96,83356736.94999996
FIRAZYR,47,54721886.21000002
TRANXENE T-TAB,19,119248.16999999998
VOL-NATE,8,1512.3400000000001
ZYFLO,16,509894.49
BENTYL,18,23873.78
KALYDECO,51,18927258.98
HUMALOG KWIKPEN U-200,17,251780.94
KURVELO,37,4561.469999999999
VIBRAMYCIN,30,67036.76999999999
DANTRIUM,11,21536.369999999995
NORITATE,7,124022.37
TOLBUTAMIDE,24,20080.279999999995
WILLIAM,AMLODIPINE BESYLATE,3,5067.73
WILLIAM,ATORVASTATIN CALCIUM,3,12396.07
WILLIAM,BD ULTRA-FINE PEN NEEDLE,3,2577.88
WILLIAM,CARBATROL,1,2918.54
WILLIAM,CRESTOR,3,93271.34
WILLIAM,DIVALPROEX SODIUM,2,1751.8799999999999
WILLIAM,FUROSEMIDE,4,1733.03
WILLIAM,LAMOTRIGINE,2,521.59
WILLIAM,LATANOPROST,2,343.38
WILLIAM,LEVOTHYROXINE SODIUM,3,9355.79
WILLIAM,LISINOPRIL,3,2878.7200000000003
WILLIAM,METOPROLOL TARTRATE,3,1531.59
METHYLERGONOVINE MALEATE,25,932370.2899999999
AUVI-Q,12,79569.06999999999
ALDACTONE,66,85517.18
RISPERDAL M-TAB,34,376311.2400000001
PEGANONE,31,143394.28999999995
SABRIL,65,18887371.440000005
THIOLA,68,6375887.920000001
ARTHROTEC 50,41,149255.03000000006
TIMOPTIC,27,57231.68999999999
GLUCOVANCE,64,111690.17000000003
MAVIK,11,9735.730000000001
MILRINONE IN 5% DEXTROSE,11,109412.76999999999
BERINERT,17,24296835.800000004
PYLERA,25,235179.15
KORLYM,20,6218343.159999999
TRUSOPT,53,65129.469999999994
ZANAFLEX,61,267019.38
MAXALT MLT,99,607814.3200000001
CAYSTON,91,11235196.93
HEPSERA,41,599619.53
CORTISPORIN-TC,6,11448.64
BOSULIF,133,17558499.62
FIORINAL,39,165638.09999999998
ACTOPLUS MET,32,200474.89
METROGEL,11,71069.61
ALCOHOL WIPES,44,7256.96
PRAMIPEXOLE ER,128,1065430.4699999997
DEPEN,16,745154.84
RIMANTADINE HCL,35,152248.02
PAROEX,94,15548.269999999997
VIRT NATE,4,0.15
VUSION,7,60313.8
SALICYLIC ACID,20,50214.100000000006
ALDACTAZIDE,42,43486.619999999995
NORPACE CR,33,202557.01999999996
PRIVIGEN,196,34397062.809999995
SORIATANE,32,537483.72
TAPAZOLE,20,22814.38
PROMETHAZINE-CODEINE,40,6352.0
EPIVIR HBV,39,185387.5
CURITY ALCOHOL PREPS,40,2033.3
CORTEF,84,102330.81000000003
BUTISOL SODIUM,24,69254.0
IMURAN,49,226555.94
CARAC,43,1581215.5999999994
TASMAR,37,4879380.239999999
AK-POLY-BAC,73,27491.430000000008
TRIFLURIDINE,103,200757.70000000007
YAZ,18,22439.559999999998
SOOLANTRA,34,160315.27999999997
NORETHIN-ETH ESTRA FERROUS FUM,22,6134.69
FLOMAX,57,211179.00000000003
ZENCHENT,57,19388.339999999993
ESOMEPRAZOLE STRONTIUM,55,130973.46000000002
ACULAR LS,7,16349.689999999999
TAZICEF,13,24825.02
VICODIN HP,278,857108.1299999997
PROPANTHELINE BROMIDE,61,49539.950000000004
BUPHENYL,10,1439668.8899999997
SILVADENE,9,6388.429999999999
MENTAX,21,51037.450000000004
METHYLPHENIDATE SR,10,9056.75
DIBENZYLINE,18,2460410.28
TOPICORT,14,88595.08
SYMBYAX,47,332253.27
STALEVO 125,36,280587.5399999999
KLOR-CON SPRINKLE,5,2418.5299999999997
LUDENT FLUORIDE,17,1685.6100000000001
ERYGEL,5,21757.75
PEPCID,19,107495.74000000002
ANAFRANIL,20,602049.63
FABRAZYME,27,9724536.28
HEPATAMINE,2,15781.060000000001
STALEVO 75,16,122116.47
FURADANTIN,1,14098.17
TRIGLIDE,16,46301.009999999995
TOPCARE ULTRA COMFORT,9,1584.48
KLOR-CON-EF,41,16132.910000000002
BRYANT,ACYCLOVIR,1,152.15
BRYANT,ALPHAGAN P,1,8878.7
BRYANT,AZOPT,1,4421.33
BRYANT,BETAGAN,1,1781.17
BRYANT,BRIMONIDINE TARTRATE,1,3575.26
BRYANT,LATANOPROST,1,787.98
BRYANT,TIMOLOL MALEATE,1,807.71
BRYANT,TRAVATAN Z,1,8134.45
BRYANT,XALATAN,1,3147.84
SALAGEN,11,27122.079999999998
CIPRO HC,18,62573.82
WEBCOL,50,3500.810000000001
SYPRINE,20,6700753.710000001
APEXICON E,5,42785.520000000004
EFFER-K,31,6795.169999999999
FLUCONAZOLE IN DEXTROSE,2,2202.36
BUNAVAIL,33,221613.05000000005
CONZIP,25,141601.33000000002
DDAVP,40,649336.7899999998
COLOCORT,10,14384.729999999998
EVAMIST,40,75668.16
AMINOCAPROIC ACID,31,253285.19
SULAR,51,349147.54
KELNOR 1-35,94,26916.58000000001
CHLORPROPAMIDE,35,34320.91999999999
FIORICET WITH CODEINE,20,223843.48
EASY TOUCH INSULIN SAFETY,35,26054.849999999988
RECTIV,14,96836.74999999999
KYNAMRO,6,2077702.3800000001
ABILIFY DISCMELT,24,344104.57999999996
WERA,13,3538.6800000000003
REGLAN,9,24086.920000000002
PEGASYS PROCLICK,3,158021.63
CHARLES,ADVAIR DISKUS,3,70305.25
CHARLES,ATENOLOL,4,3022.7799999999997
CHARLES,ATORVASTATIN CALCIUM,4,24444.78
CHARLES,AZITHROMYCIN,3,2914.62
CHARLES,FLUTICASONE PROPIONATE,4,4206.18
CHARLES,MONTELUKAST SODIUM,4,5571.15
CHARLES,OMEPRAZOLE,4,23250.739999999998
CHARLES,PREDNISONE,4,4536.65
CHARLES,PROAIR HFA,3,18148.1
CHARLES,SPIRIVA,4,86168.79999999999
CHARLES,SYMBICORT,3,43503.369999999995
ALPRAZOLAM INTENSOL,8,15263.669999999998
PREDNICARBATE,30,46705.14000000001
ZOFRAN,15,423997.26999999996
JOSEPH,AMLODIPINE BESYLATE,3,1453.18
JOSEPH,AMLODIPINE BESYLATE-BENAZEPRIL,2,2890.33
JOSEPH,ATENOLOL,3,793.22
JOSEPH,ATORVASTATIN CALCIUM,3,8397.41
JOSEPH,CARVEDILOL,3,592.96
JOSEPH,CLOPIDOGREL,4,3810.9800000000005
JOSEPH,CRESTOR,3,58061.579999999994
JOSEPH,DILTIAZEM 24HR ER,3,1087.47
JOSEPH,FENOFIBRATE,2,5032.280000000001
JOSEPH,FLUTICASONE PROPIONATE,4,1344.74
JOSEPH,FUROSEMIDE,4,881.12
JOSEPH,HYDROCHLOROTHIAZIDE,3,1070.25
JOSEPH,JANUVIA,2,27546.32
JOSEPH,LEVOTHYROXINE SODIUM,3,5759.52
JOSEPH,LISINOPRIL,4,3342.2900000000004
JOSEPH,LOSARTAN POTASSIUM,3,1241.2
JOSEPH,LOSARTAN-HYDROCHLOROTHIAZIDE,2,878.69
JOSEPH,METFORMIN HCL,3,2714.37
JOSEPH,MONTELUKAST SODIUM,3,941.62
JOSEPH,OMEPRAZOLE,3,2852.09
JOSEPH,PANTOPRAZOLE SODIUM,3,685.45
JOSEPH,PRAVASTATIN SODIUM,2,5127.110000000001
JOSEPH,SIMVASTATIN,3,1989.51
JOSEPH,TAMSULOSIN HCL,3,3257.66
JOSEPH,TRAMADOL HCL,4,1148.57
JOSEPH,TRIAMTERENE-HYDROCHLOROTHIAZID,2,557.71
JOSEPH,VALSARTAN,2,2489.33
JOSEPH,VALSARTAN-HYDROCHLOROTHIAZIDE,1,216.7
TAZORAC,104,819297.6800000002
ZONALON,16,190266.36
TOBRADEX ST,101,351012.5700000001
GAMMAGARD S-D,21,2175207.82
PODOFILOX,22,25402.25
WELLBUTRIN,38,110467.58999999998
CLINDAMYCIN PEDIATRIC,1,1454.28
DITROPAN XL,64,195981.49999999994
CORDARONE,13,27354.500000000004
ACTIMMUNE,21,14237715.12
ELESTRIN,25,72960.97
MAXIDEX,7,8939.24
KENALOG-10,3,1656.61
CEFAZOLIN SODIUM-DEXTROSE,13,6296.57
STARLIX,55,162165.80000000002
FLEBOGAMMA DIF,15,1065004.52
DALVANCE,3,114031.36
FULYZAQ,74,702916.9300000002
QUASENSE,9,11273.110000000002
BETAPACE AF,34,239431.48999999993
SOLARAZE,21,794336.4900000002
SODIUM PHOSPHATE,5,14453.49
IXEMPRA,4,210801.39
METHOXSALEN,15,618013.85
SOLODYN,15,188789.32000000007
HALDOL DECANOATE 50,6,11014.48
SURMONTIL,58,306170.63999999996
ACTOPLUS MET XR,66,454441.97
NEOMYCIN-BACITRACIN-POLYMYXIN,27,14524.069999999996
ABRAXANE,22,1821213.1600000004
MIRVASO,25,107171.21
TYBOST,19,53135.490000000005
NEOMYCIN-BACITRACIN-POLY-HC,24,15822.980000000003
DIAMOX SEQUELS,22,135561.0
AMNESTEEM,17,60812.35999999999
LEVALBUTEROL CONCENTRATE,9,31767.02
TETRABENAZINE,28,3321849.2099999995
ANTARA,128,897398.1499999996
ARNUITY ELLIPTA,21,65326.84999999999
TRANDOLAPRIL-VERAPAMIL ER,17,29625.4
SECTRAL,12,32156.78
FORFIVO XL,94,368681.35999999987
DAVID,AMITIZA,1,3771.8
DAVID,AMITRIPTYLINE HCL,1,233.03
DAVID,APRISO,1,9108.8
DAVID,ASACOL HD,1,12897.19
DAVID,AZATHIOPRINE,1,520.39
DAVID,BALSALAZIDE DISODIUM,1,3740.81
DAVID,CREON,1,53188.93
DAVID,DELZICOL,1,10902.9
DAVID,DICYCLOMINE HCL,1,89.19
DAVID,DIPHENOXYLATE-ATROPINE,1,557.65
DAVID,LANSOPRAZOLE,1,1308.2
DAVID,LIALDA,1,26403.42
DAVID,METOCLOPRAMIDE HCL,1,137.87
DAVID,NEXIUM,1,6734.58
DAVID,OMEPRAZOLE,2,3737.9
DAVID,ONDANSETRON HCL,1,217.23
DAVID,PANTOPRAZOLE SODIUM,2,6837.719999999999
DAVID,PENTASA,1,20740.32
DAVID,RABEPRAZOLE SODIUM,1,1226.49
DAVID,RANITIDINE HCL,1,1670.66
DAVID,SUCRALFATE,1,787.26
DAVID,SULFASALAZINE,1,635.22
DAVID,URSODIOL,1,9863.23
DAVID,WELCHOL,1,6353.76
CUVPOSA,32,228159.66000000003
AMINO ACIDS,6,5674.74
CEREZYME,22,7801002.529999999
JOHN,ALPRAZOLAM,3,606.41
JOHN,BUPROPION XL,1,1139.44
JOHN,CITALOPRAM HBR,3,246.57
JOHN,CLONAZEPAM,3,390.93
JOHN,DULOXETINE HCL,3,6759.76
JOHN,ESCITALOPRAM OXALATE,2,364.23
JOHN,HALOPERIDOL,1,51.48
JOHN,LAMOTRIGINE,1,219.67
JOHN,LITHIUM CARBONATE ER,1,181.86
JOHN,LORAZEPAM,2,390.2
JOHN,MIRTAZAPINE,1,90.89
JOHN,QUETIAPINE FUMARATE,2,988.95
JOHN,VENLAFAXINE HCL ER,3,1027.2
JOHN,VYVANSE,1,2459.6
ADAPALENE,80,221295.04000000007
CORTISPORIN,26,72242.08
DOVONEX,14,209184.67
PENTAM 300,5,8029.15
AZASAN,31,137352.62
DIPENTUM,80,1227962.8099999998
CARIMUNE NF NANOFILTERED,32,3978674.6899999995
IBUDONE,5,6609.3099999999995
JENCYCLA,25,3068.13
PAMELOR,31,640667.34
ESTRADIOL VALERATE,43,112651.46999999999
DUETACT,11,64786.48999999999
MALATHION,10,41409.4
MAURICE,ALLOPURINOL,1,190.67
MAURICE,AMITRIPTYLINE HCL,1,327.48
MAURICE,BETHANECHOL CHLORIDE,1,4602.95
MAURICE,DEXILANT,1,8405.1
MAURICE,DIAZEPAM,1,37.14
MAURICE,DICYCLOMINE HCL,1,807.91
MAURICE,DIPHENOXYLATE-ATROPINE,1,3569.14
MAURICE,ESCITALOPRAM OXALATE,1,477.84
MAURICE,ESOMEPRAZOLE MAGNESIUM,1,8536.09
MAURICE,GABAPENTIN,1,109.95
MAURICE,HYDROCODONE-ACETAMINOPHEN,1,228.05
MAURICE,LINZESS,1,9587.95
MAURICE,METOCLOPRAMIDE HCL,1,391.82
MAURICE,METRONIDAZOLE,1,256.88
MAURICE,MOVIPREP,1,4545.06
MAURICE,NEXIUM,1,14815.52
MAURICE,OCTREOTIDE ACETATE,1,60095.25
MAURICE,OMEPRAZOLE,1,6618.11
MAURICE,ONDANSETRON ODT,1,2848.94
MAURICE,PANTOPRAZOLE SODIUM,1,2013.88
MAURICE,POLYETHYLENE GLYCOL 3350,1,409.41
MAURICE,PROMETHAZINE HCL,1,1909.46
MAURICE,QUETIAPINE FUMARATE,1,78.39
MAURICE,RANITIDINE HCL,1,653.85
MAURICE,RELISTOR,1,39121.57
MAURICE,SODIUM CHLORIDE,1,33.41
MAURICE,SUCRALFATE,1,868.53
MAURICE,SUPREP,1,2797.77
MAURICE,TOPIRAMATE,1,87.32
MAURICE,TRAZODONE HCL,1,194.73
MAURICE,XIFAXAN,1,50672.9
",CREON,1,24158.41
",DEXILANT,1,3212.3
",DICYCLOMINE HCL,1,135.73
",DIPHENOXYLATE-ATROPINE,1,223.36
",DRONABINOL,1,3348.9
",DULOXETINE HCL,2,4637.6
",GAVILYTE-G,1,181.53
",LANSOPRAZOLE,2,3079.3199999999997
",LIALDA,1,10616.61
",LINZESS,1,9156.46
",LOSARTAN POTASSIUM,3,813.6299999999999
",METOCLOPRAMIDE HCL,1,94.51
",METRONIDAZOLE,1,1669.22
",MOVIPREP,1,3881.38
",NAPROXEN,1,96.37
",OMEPRAZOLE,2,3394.62
",ONDANSETRON ODT,1,274.32
",OXYBUTYNIN CHLORIDE,1,360.51
",PANTOPRAZOLE SODIUM,2,1682.8200000000002
",PHENOBARBITAL,1,1730.53
",RANITIDINE HCL,1,132.18
",TERAZOSIN HCL,1,85.5
